College,URL,State,Type,Highest degree offered,Carnegie classification,Course,Department,Sub-topic,Notes,
University of Illinois-Urbana-Champaign ,http://uillinois.edu,IL,4-year public,PhD,R1,Introduction to NRES,Natural Resources and Environmental Science,Basics of Ecology,,
University of Illinois-Urbana-Champaign ,http://uillinois.edu,IL,4-year public,PhD,R1,The Great Lakes - Freshwater Wonder at Risk,Natural Resources and Environmental Science,Basics of Ecology,,
University of Illinois-Urbana-Champaign ,http://uillinois.edu,IL,4-year public,PhD,R1,Climate Change impacts on Ecological Systems,Natural Resources and Environmental Science,Basics of Ecology,,
University of Illinois-Urbana-Champaign ,http://uillinois.edu,IL,4-year public,PhD,R1,Applied Ecology,Natural Resources and Environmental Science,Basics of Ecology,,
University of Illinois-Urbana-Champaign ,http://uillinois.edu,IL,4-year public,PhD,R1,Ecology of Invasive Species,Natural Resources and Environmental Science,Basics of Ecology,,
University of Illinois-Urbana-Champaign ,http://uillinois.edu,IL,4-year public,PhD,R1,Wildlife Population Ecology,Natural Resources and Environmental Science,Basics of Ecology,,
University of Illinois-Urbana-Champaign ,http://uillinois.edu,IL,4-year public,PhD,R1,Wetland Ecology and Management ,Natural Resources and Environmental Science,Basics of Ecology,,
University of Illinois-Urbana-Champaign ,http://uillinois.edu,IL,4-year public,PhD,R1,Environment and Plant Ecosystems,Natural Resources and Environmental Science,Basics of Ecology,,
University of Illinois-Urbana-Champaign ,http://uillinois.edu,IL,4-year public,PhD,R1,Restoration Ecology ,Natural Resources and Environmental Science,Basics of Ecology,,
University of Illinois-Urbana-Champaign ,http://uillinois.edu,IL,4-year public,PhD,R1,Earth Systems Modeling,Natural Resources/ATMS/ESE/GEOG/Geology,Mechanistic models,,
University of Illinois-Urbana-Champaign ,http://uillinois.edu,IL,4-year public,PhD,R1,Modeling Natural Resources,Natural Resources and Environmental Science,Mechanistic models,,
University of Illinois-Urbana-Champaign ,http://uillinois.edu,IL,4-year public,PhD,R1,Aquatic Ecosystem Conservation,Natural Resources and Environmental Science,Basics of ecology,,
University of Illinois-Urbana-Champaign ,http://uillinois.edu,IL,4-year public,PhD,R1,Plants and Global Climate Change,Natural Resources and Environmental Science/CPSC/IB,basics of ecology,,
University of Illinois-Urbana-Champaign ,http://uillinois.edu,IL,4-year public,PhD,R1,GIS in Natural Resource Mgmt,Natural Resources and Environmental Science ,Data sources,,
University of Illinois-Urbana-Champaign ,http://uillinois.edu,IL,4-year public,PhD,R1,Landscape Ecology ,Natural Resources and Environmental Science ,Basics of ecology,,
University of Illinois-Urbana-Champaign ,http://uillinois.edu,IL,4-year public,PhD,R1,Statistics,Statistics,Basics of statistics,,
University of Illinois-Urbana-Champaign ,http://uillinois.edu,IL,4-year public,PhD,R1,Statistical Analysis ,Statistics,Basics of statistics,,
University of Illinois-Urbana-Champaign ,http://uillinois.edu,IL,4-year public,PhD,R1,Data Science Exploration,Statistics,Working with data,,
University of Illinois-Urbana-Champaign ,http://uillinois.edu,IL,4-year public,PhD,R1,Biostatistics,Statistics,Basics of Statistics,,
University of Illinois-Urbana-Champaign ,http://uillinois.edu,IL,4-year public,PhD,R1,Statistics Programming Methods,Statistics,Introduction to programming,,
University of Illinois-Urbana-Champaign ,http://uillinois.edu,IL,4-year public,PhD,R1,Methods of Applied Statistics,Statistics,Basics of Statistics,,
University of Illinois-Urbana-Champaign ,http://uillinois.edu,IL,4-year public,PhD,R1,Statistical Modeling I,Statistics,Statistical models,,
University of Illinois-Urbana-Champaign ,http://uillinois.edu,IL,4-year public,PhD,R1,Statistical Modeling II,Statistics,Statistical models,,
University of Illinois-Urbana-Champaign ,http://uillinois.edu,IL,4-year public,PhD,R1,Statistical Computing,Statistics,Basics of statistics,,
University of Illinois-Urbana-Champaign ,http://uillinois.edu,IL,4-year public,PhD,R1,Time Series Analysis ,Statistics,Basics of Forecasting,,
University of Illinois-Urbana-Champaign ,http://uillinois.edu,IL,4-year public,PhD,R1,Topics in Applied Statistcs Statistical Data Management ,Statistics,Workflows and open science,,
University of Illinois-Urbana-Champaign ,http://uillinois.edu,IL,4-year public,PhD,R1,"Data Science Programming Methods (SQL,R,C++)",Statistics,Introduction to coding,,
University of Illinois-Urbana-Champaign ,http://uillinois.edu,IL,4-year public,PhD,R1,Data Science Foundations,Statistics,Working with data,,
Alliant International University ,https://www.alliant.edu/,CA,for profit college,PhD,D/PU,Data Analytics ,IST,Basics of statistics,,
Alliant International University ,https://www.alliant.edu/,CA,for profit college,PhD,D/PU,Data Acquisition and Information Processing System,IST,Data manipulation/processing,,
Alliant International University ,https://www.alliant.edu/,CA,for profit college,PhD,D/PU,Data Statistical Analysis and Modeling,IST,Statistical models,,
Alliant International University ,https://www.alliant.edu/,CA,for profit college,PhD,D/PU,Statistics I ,Mathematics,Basics of Statistics,,
Alliant International University ,https://www.alliant.edu/,CA,for profit college,PhD,D/PU,Statistics II,Mathematics,Basics of Statistics,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,General Ecology,Biology,Basics of Ecology,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Human Ecology,Biology,Basics of Ecology,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Honors Experimental Design and Writing,Biology,Science Communication,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Ichthyology,Biology,Basic of Ecology,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Biology of Reptiles and Birds,Biology,Basic of Ecology,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Mammalogy,Biology,Basic of Ecology,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Bioinformatics,Biology,Introduction to coding,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Aquatic Ecology,Biology,Basic of Ecology,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Marine Biology,Biology,Basic of Ecology,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Case Studies in Ecology,Biology,Basic of Ecology,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Field Methods Ecology,Biology,Basic of Ecology,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Conservation Biology,Biology,Basic of Ecology,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Ecology and Evolution of Birds,Biology,Basic of Ecology,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Introduction to Programming and Problem Solving,Computer Science,Introduction to Coding,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Introduction to Data Structures,Computer Science,Data manipulation/processing,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Computing Practice and Programming (python),Computer Science,Introduction to Coding,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Introduction to Computational Science,Computer Science,Introduction to Coding,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Computational Foundations for Bioinformatics,Computer Science,Introduction to Coding,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Algorithms and Data Structures,Computer Science,Data manipulation/processing,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Big Data Analytics,Computer Science,Working with data,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Introduction to Bioinformatics Computing,Computer Science,Introduction to Coding,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Bio-Inspired Machine Learning,Computer Science,machine learning,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Evidence Based Decision Making,College of Science and Mathematics,Decision Science,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Foundations of Data Science,Decision Sciences,Working wtih data,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Statistical Analysis I,Decision Sciences,Basics of statistics,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Statistical Analysis II,Decision Sciences,Basics of statistics,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Data Analysis ,Decision Sciences,Basics of statistics,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Environmental Science,Earth and Environmental Sciences,Basics of ecology,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Environmental GIS,Earth and Environmental Sciences,Data sources,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Introduction to Spatial Statistics,Geography,Basics of statistics,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,GIS I: Data Display and Manipulation,Geography,Data sources,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,GIS II: Data Creation and Project Implementation,Geography,Data sources,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,GIS III: Spatial Analysis and Modeling,Geography,Data sources,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,GIS for Business,Information Systems,Data sources,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Business Applications of Machine Learning ,Information Systems,machine learning,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Database Design and SQL,Information Systems,Data Manipulation/processing,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Elementary Statistics ,Mathematics,Basics of statistics,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Elementary Statistics w/Support,Mathematics,Basics of statistics,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Calculus I,Mathematics,Basics of statistics,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Statistical Methods ,Mathematics,Basics of statistics,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Introduction to Biostatistics,Mathematics,Basics of statistics,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Statistical Programming and Data Analysis ,Mathematics,Introduction to coding,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Applied Linear Statistical Models,Mathematics,Statistical models,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Mathematical Statistics,Mathematics,Basics of Statistics,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Advanced Mathematical Statistics,Mathematics,Basics of Statistics,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Applied Probability,Mathematics,Probability & Uncertainty,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Mathematical Modeling,Mathematics,Statistical models,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Linear Algebra,Mathematics,Statistical models,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Differential Equations,Mathematics,Statistical models,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Partial Differential Equations,Mathematics,Statistical models,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Environmental Science: an integrative course,natural Sciences,Basics of ecology,,
Fresno State,http://fresnostate.edu,CA,4-year public,PhD,D/PU,Range Ecology and Management,Plant Sciences,Basics of ecology,,
Neosho County Community College,http://neosho.edu,KS,community college,Associate's,Associate's Colleges: High Career & Technical-High Nontraditional,Environmental Life Sciences Lecture,Biological Science,Basics of ecology,,
Neosho County Community College,http://neosho.edu,KS,community college,Associate's,Associate's Colleges: High Career & Technical-High Nontraditional,C++ Programming,Computer Science,Introduction to coding,,
Neosho County Community College,http://neosho.edu,KS,community college,Associate's,Associate's Colleges: High Career & Technical-High Nontraditional,ADv Programming Methods,Computer Science,Introduction to coding,,
Neosho County Community College,http://neosho.edu,KS,community college,Associate's,Associate's Colleges: High Career & Technical-High Nontraditional,Technical Writing,English,Science communication,,
Neosho County Community College,http://neosho.edu,KS,community college,Associate's,Associate's Colleges: High Career & Technical-High Nontraditional,Healthcare Statistics and Analysis ,Health Information Technology,Basics of statistics,data analysis,
Neosho County Community College,http://neosho.edu,KS,community college,Associate's,Associate's Colleges: High Career & Technical-High Nontraditional,Analytic Geometry and Calculus I,Mathematics ,Basics of Statistics,,
Neosho County Community College,http://neosho.edu,KS,community college,Associate's,Associate's Colleges: High Career & Technical-High Nontraditional,Elementary Statistics,Mathematics ,Basics of Statistics,,
United Tribes Technical College,http://uttc.edu,ND,4-year private,Bachelor's,Tribal Colleges,Environmental Science,Biology,Basics of ecology,,
United Tribes Technical College,http://uttc.edu,ND,4-year private,Bachelor's,Tribal Colleges,Ecology,Biology,Basics of ecology,,
United Tribes Technical College,http://uttc.edu,ND,4-year private,Bachelor's,Tribal Colleges,Grant Writing,Business,Science Communcation,,
United Tribes Technical College,http://uttc.edu,ND,4-year private,Bachelor's,Tribal Colleges,Computer Science I,CSC,Introduction to coding,,
United Tribes Technical College,http://uttc.edu,ND,4-year private,Bachelor's,Tribal Colleges,Basic Linear Algebra,Mathematics,Statistical models,,
United Tribes Technical College,http://uttc.edu,ND,4-year private,Bachelor's,Tribal Colleges,Calculus I,Mathematics,Basics of statistics,,
United Tribes Technical College,http://uttc.edu,ND,4-year private,Bachelor's,Tribal Colleges,Elementary Statistics,Mathematics,Basics of statistics,,
United Tribes Technical College,http://uttc.edu,ND,4-year private,Bachelor's,Tribal Colleges,Differential Equations,Mathematics,Statistical models,,
United Tribes Technical College,http://uttc.edu,ND,4-year private,Bachelor's,Tribal Colleges,Environmental Research Statistics,Mathematics,Basics of statistics,,
United Tribes Technical College,http://uttc.edu,ND,4-year private,Bachelor's,Tribal Colleges,Introduction to Scientific Literature,TES,Science Communcation,,
Mid-Plains Community College,http://mpcc.edu,NE,community college,Associate's,Associate's Colleges: Mixed Transfer/Career & Technical-High Nontraditional,Birds of Nebraska,Biology,Basics of Ecology,,
Mid-Plains Community College,http://mpcc.edu,NE,community college,Associate's,Associate's Colleges: Mixed Transfer/Career & Technical-High Nontraditional,Ecology/Environment,Biology,Basics of Ecology,,
Mid-Plains Community College,http://mpcc.edu,NE,community college,Associate's,Associate's Colleges: Mixed Transfer/Career & Technical-High Nontraditional,Programming and Problem Solving,Engineering,Introduction to coding,,
Mid-Plains Community College,http://mpcc.edu,NE,community college,Associate's,Associate's Colleges: Mixed Transfer/Career & Technical-High Nontraditional,Introduction to Computer Science,Information Technology,Introduction to coding,,
Mid-Plains Community College,http://mpcc.edu,NE,community college,Associate's,Associate's Colleges: Mixed Transfer/Career & Technical-High Nontraditional,C++ Programming,Information Technology,Introduction to coding,,
Mid-Plains Community College,http://mpcc.edu,NE,community college,Associate's,Associate's Colleges: Mixed Transfer/Career & Technical-High Nontraditional,Intro to Programming (Python),Information TEchnology,Introduction to coding,,
Mid-Plains Community College,http://mpcc.edu,NE,community college,Associate's,Associate's Colleges: Mixed Transfer/Career & Technical-High Nontraditional,JAVA Programming,Information Technology,Introduction to coding,,
Mid-Plains Community College,http://mpcc.edu,NE,community college,Associate's,Associate's Colleges: Mixed Transfer/Career & Technical-High Nontraditional,Advanced C++ Programming,Information Technology,Introduction to coding,,
Mid-Plains Community College,http://mpcc.edu,NE,community college,Associate's,Associate's Colleges: Mixed Transfer/Career & Technical-High Nontraditional,Applied Calculus,Mathematics ,Basics of statistics,,
Mid-Plains Community College,http://mpcc.edu,NE,community college,Associate's,Associate's Colleges: Mixed Transfer/Career & Technical-High Nontraditional,Analytic Geometry and Calculus I,Mathematics ,Basics of Statistics,,
Mid-Plains Community College,http://mpcc.edu,NE,community college,Associate's,Associate's Colleges: Mixed Transfer/Career & Technical-High Nontraditional,Applied Statistics,Mathematics,Basics of Statistics,,
Mid-Plains Community College,http://mpcc.edu,NE,community college,Associate's,Associate's Colleges: Mixed Transfer/Career & Technical-High Nontraditional,Differential Equations,Mathematics,Statistical models,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Computing with Data,Computing Exploration,Working with data,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Principles of Computing,Computer Science,Introduction to coding,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Computer Science I,Computer Science,Introduction to coding,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Computer Science II,Computer Science,Introduction to coding,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Computer Science for Transfer Students,Computer Science ,Introduction to coding,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Principles of Data Management,Computer Science,Workflows & Open science ,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Principles of Data mining,Computer Science ,Working with data,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Principles of Database System Implementation (SQL),Computer Science,Data manipulation/processing,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Principles of Data Cleaning and Preparation,Computer Science ,Data manipulation/processing,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Seminar in Data Management,Computer Science,Workflows & Open science ,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Programming Skills,Computer Science,Introduction to coding,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Cyber Analytics and Machine Learning,Computer Security,machine learning,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Java for programmers,INformation Sciences and Technologies,Introduction to coding,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,C++ for Programmers,INformation Sciences and Technologies,Introduction to coding,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Computational Problem Solving in the Information Domain-III,INformation Sciences and Technologies,Introduction to coding,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Introduction to Database and Data Modeling,INformation Sciences and Technologies,Statistical models,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Data Exploration and Knowledge Discovery,INformation Sciences and Technologies,Working with data,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Introduction to Informatics,INformation Sciences and Technologies,Introduction to coding,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Contemporary Databases (NoSQL),INformation Sciences and Technologies,Data Manipulation/processing,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Data Mining and Exploration,INformation Sciences and Technologies,Working with data,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Geospatial Data Analytics ,INformation Sciences and Technologies,Basics of statistics,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Principles of Computing,iSchool,Introduction to coding,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Mathematical Models of Software,Software Engineering,statistical models,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Intro to Programming for Biomedical Engineering (Matlab),Biomedical engineering,introduction to coding,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,"intro to programming for biomedical engineers (Matlab, excel)",Biomedical engineering,introduction to coding,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Applied Programming in C,Computer Engineering,introduction to coding,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Introduction to Matlab Procedural Programmin,Mechanical Engineering,introduction to coding,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Computational Problem Solving I,Computer Engineering Technology,introduction to coding,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Computational Problem Solving II ,Computer Engineering Technology,introduction to coding,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Applied Machine Learning,Electrical Engineerign Technology,Machine learning,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Epidemiology,Biomedical Sciences,Basics of ecology,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Technical Writing,English,Science Communication,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Science Writing,English ,Science Communication,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Professional Ethics,Philosophy,Ethics,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Environmental Ethics and Political Ecology,Political Science,Ethics,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Decision Analysis,Public Policy,Decision Science,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Introduction to Environmental Studies,"Science, Technology and Society",Basics of Ecology,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,History of Ecology and Environmentalism,"Science, Technology and Society",Basics of Ecology,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Topics in Environmental Studies,"Science, Technology and Society",Basics of Ecology ,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Statistics in the Social Sciences,Sociology,Basics of statistics,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Technical Writing and Editing,Technical Communication,Science Communication,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Science Writing,Technical Communication,Science Communication,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Elementary Statistics,Mathematics (NTID),Basics of statistics,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Introduction to Bioinformatics,Biological Sciences,introduction to coding,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Introduction to Bioinformatics Programming,Biological Sciences,Introduction to coding,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Galapagos: Ecology and Evolution,Biological Sciences,Basics of Ecology,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Bioinformatics Languages (Perl & R),Biological Sciences,Introduction to coding,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Fundamentals of Bioinformatics Programming,Biological Sciences,Introduction to coding,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,General Ecology,Biological Sciences,Basics of ecology,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Ethical Issues in Biology and Medicine,Biological Sciences,Ethics,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Bioninformatic Analysis of Macromolecules,Biological Sciences,Introduction to coding,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Fundamental Bioinformatics Analysis,Biological Sciences,Introduction to coding,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Bioinformatics,Biological Sciences,INtroduction to coding,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Molecular Ecology,Biological Sciences,Basics of ecology,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Freshwater Ecology,Biological Sciences,Basics of ecology,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Ethics in Bioinformatics,Biological Sciences,Ethics,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Statistical Analysis for Bioinformatics,Biological Sciences,Basics of statistics,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Bioinformatics Algorithms,Biological Sciences,Introduction to coding,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Marine Biology,Biological Sciences,Basics of ecology,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Conservation Biology,Biological Sciences,Basics of ecology,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Concepts of Environmental Science,Environmental Science,Basics of ecology,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Ecology of the Dalmation Coast ,Environmental Science,Basics of ecology,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Scientific Inquiries in Environmental Science,Environmental Science,Basics of ecology,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Earth Systems Dynamics,Environmental Science,Basics of ecology,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Applications of Geographic Information Systems,Environmental Science,Data sources,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Environmental Science Field Skills,Environmental Science,Basics of ecology,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Urban Ecology,Environmental Science,Basics of ecology,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Wetlands,Environmental Science,Basics of ecology,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Hydrologic Applications of Geographic Information Systems,Environmental Science,Data sources,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Applied Calculus,Mathematics,Basics of statistics,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Calculus A,Mathematics,Basics of statistics,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Project-Based Calculus I,Mathematics,Basics of statistics,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Calculus I,Mathematics,Basics of statistics,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Mathematics of Graphical Simulation I,Mathematics,Basics of statistics,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Mathematics of Graphical Simulation II,Mathematics,Basics of statistics,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Differential Equations,Mathematics,Statistical models,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Linear systems and differential equations,Mathematics,Statistical models,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,linear algebra,Mathematics,Statistical models,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,honors linear algebra,Mathematics,Statistical models,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Probability and Statistics I,Mathematics,Basics of statistics,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Probability and Statistics II,Mathematics,Basics of statistics,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Mathematics of Simulation,Mathematics,Statistical models,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Introduction to Mathematical Computing,Mathematics,Introduction to coding,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Mathematical Modeling,Mathematics,Statistical models,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Stochastic Processes,Mathematics,Probability & Uncertainty,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Introduction to Statistics I,Statistics,Basics of statistics ,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Honors Introduction to Statistics I,Statistics,Basics of statistics ,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Introduction to Statistics II,Statistics,Basics of statistics ,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Applied Statistics,Statistics,Basics of statistics ,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Probability and Statistics for Engineers I,Statistics,Basics of statistics ,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Probability and Statistics for Engineers II,Statistics,Basics of statistics ,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Statistical Analysis for Bioinformatics,Statistics,Basics of statistics ,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Regression Analysis (SAS),Statistics,Basics of statistics,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Introduction to Time Series,Statistics,Basics of forecasting,,
